epoch,train_acc,train_loss,valid_acc,valid_loss
0,22.664000667419433,2.8860000729370117,34.170001153564456,1.755249941444397
1,39.38200124023437,2.296220242996216,43.15000131835937,1.623118540763855
2,48.02800123535156,1.98503401096344,56.500001208496094,1.1874644929885865
3,55.94800124267578,1.7111539518356322,60.440001525878905,1.1713076148033141
4,61.140001591796874,1.526069086303711,68.08000231933593,0.9105748748779297
5,64.86400188964843,1.3880444533538818,68.21000225830078,0.8974591917037964
6,67.14600219482422,1.2978712101745606,72.39000201416016,0.8078265833854675
7,70.02400236083984,1.1980412850189208,68.23000234375,0.933221642112732
8,71.35200249267578,1.1354587209129334,75.98000275878906,0.6996269654273987
9,73.10600259521485,1.0710837399291993,78.22000234375,0.6263764756202698
10,74.44800254394531,1.0232481969451905,76.38000231933594,0.681729382610321
11,75.62200259033203,0.9837322102737427,77.65000236816407,0.6539595578193664
12,76.37600238769531,0.9541770880889893,80.23000241699219,0.5969404322624207
13,77.26800242919921,0.9150919444274902,80.36000258789062,0.5996523750305176
14,78.11400262939453,0.8840639110946655,82.73000197753906,0.5040667365074157
15,78.68400260742187,0.8567103356552124,83.22000275878906,0.49896262326240537
16,79.11800255126953,0.8409910417366028,80.82000251464844,0.5623529896736145
17,79.68400268066407,0.8210859198188781,81.58000256347657,0.5437118437767029
18,80.29200256835938,0.7996610698890686,81.24000236816406,0.5550799369812012
19,80.25200244140625,0.7941544355583191,83.34000256347656,0.4888753444671631
20,81.0100025048828,0.7714657581710815,85.56000258789062,0.4335057637691498
21,81.2660025,0.7631110241317749,85.28000236816406,0.4286642576694489
22,81.65600263671875,0.745587724723816,81.94000227050782,0.5293096923828124
23,81.65400242675781,0.7467109832763672,81.8900025390625,0.5460521555900574
24,82.05000238769532,0.7309126966857911,86.17000246582032,0.4120890258789062
25,82.51000263183593,0.7124302632141113,86.3200025390625,0.4214181321144104
26,82.43200256347656,0.7156142281723022,82.710002734375,0.5449547335624695
27,82.71600267089843,0.7043218120384216,83.79000258789063,0.47582866811752317
28,82.83600257324218,0.6972753324890136,86.44000244140625,0.4018462062835693
29,82.8640024609375,0.6919651685333252,80.16000236816406,0.5900747972488404
30,83.24200241210937,0.6902725119400024,81.51000219726562,0.5893743537425995
31,83.29200251464843,0.6848934142684937,86.74000246582031,0.39417986850738523
32,83.25400249023437,0.6816731862068176,85.74000239257812,0.4412561470985413
33,83.5480025390625,0.6739567999839783,84.26000263671875,0.4848350906848907
