epoch,train_acc,train_loss,valid_acc,valid_loss
0,19.03800056121826,2.9839959801483156,33.1000010559082,1.8050407794952392
1,35.73400113647461,2.4108286687469485,44.0600012084961,1.518753646659851
2,46.574001262207034,2.0338473302459716,49.94000124511719,1.3505933561325074
3,54.19600125732422,1.7716873591613769,58.68000134277344,1.1853788787841797
4,58.91200138916015,1.6019816068649293,65.03000192871093,0.9949279009819031
5,62.4580015991211,1.4711608084487915,66.9800018310547,0.9530615892410278
6,65.59400199462891,1.3545411191558838,65.06000168457031,1.0272023941040038
7,68.02400207763672,1.2688864026641846,71.62000234375,0.8614634995460511
8,70.19400242675782,1.1938815410232544,73.30000255126953,0.7963638615608215
9,71.58000258300781,1.1390348384475708,76.27000246582031,0.7037528259277344
10,73.12000250244141,1.072219441947937,75.90000251464843,0.7004221953868865
11,74.28200240234375,1.034202127571106,78.71000263671876,0.6107507680892944
12,75.72800256347657,0.9833716588973999,79.79000249023437,0.6014001763343811
13,76.36800244628907,0.9571190415763855,80.23000256347656,0.5831580102443695
14,77.09400247070313,0.9282898059844971,82.53000261230468,0.5321864347457885
15,77.94600261230468,0.8958567911148071,79.95000261230469,0.5783749208450317
16,78.32400248046875,0.8797987436676026,77.94000246582031,0.6519092677116394
17,78.78600255371094,0.8615647997665405,83.56000241699219,0.48287915668487547
18,78.85400260498047,0.85623394739151,83.17000234375,0.49127681336402895
19,79.56800250488281,0.8334219701004029,82.74000258789063,0.5127873831748962
20,80.08800263183593,0.8072685968780517,80.5200026611328,0.5748557902812957
21,80.23800262207031,0.8007425847625732,82.86000219726563,0.5109675788402558
22,80.54600250976563,0.7896678652381897,82.36000283203126,0.5245461488962173
23,80.69400255371093,0.7818755495262146,84.80000285644532,0.4502190338850021
24,80.9780025341797,0.7741238172912598,85.37000263671875,0.43637187123298643
25,81.06800250976562,0.7648082320022583,85.09000222167968,0.4389743119716644
26,81.41000258789063,0.7571758337020874,85.22000266113281,0.43105473079681395
27,81.25000248046875,0.7588481412315369,86.13000222167969,0.42157519187927245
28,81.84400259765626,0.7401531703186035,84.61000249023438,0.4936900673866272
29,81.67200256835937,0.7412751522254943,78.6900025756836,0.7171105455875397
30,81.8840026171875,0.7369001370620728,81.03000256347656,0.5548052320003509
31,82.22600248535156,0.7177835159873962,85.38000231933594,0.4465220419883728
32,82.38200256835937,0.7251332593536377,83.24000236816406,0.5173620523452759
33,82.56000259277344,0.7151785834312439,82.81000234375,0.5278529692173004
34,82.87400254394531,0.7078069046783447,85.82000236816407,0.44422899913787844
35,82.69600263183594,0.7054333823013306,86.00000263671875,0.42100906291007995
36,82.59400254882813,0.7104345240974427,86.25000251464844,0.42156910457611085
37,83.20400258789063,0.6952115524673462,86.47000217285157,0.391496594786644
38,82.9900025390625,0.6985415115165711,81.58000261230468,0.5721249463558197
39,83.05400246582032,0.6901422163963318,85.73000256347656,0.4294268924713135
